time,gFx,gFy,gFz,TgF
0.442685,0.0459,-0.0374,0.9958,0.998
0.445665,0.0430,-0.0347,0.9855,0.987
0.446982,0.0457,-0.0342,0.9902,0.992
0.449817,0.0486,-0.0369,0.9899,0.992
0.450209,0.0623,-0.0391,0.9855,0.988
0.453494,0.0628,-0.0425,0.9909,0.994
0.455484,0.0577,-0.0398,0.9933,0.996
0.457718,0.0608,-0.0337,0.9894,0.992
0.458263,0.0432,-0.0371,0.9743,0.976
0.461781,0.0408,-0.0374,0.9719,0.973
0.462859,0.0533,-0.0418,0.9750,0.977
0.465715,0.0381,-0.0432,0.9792,0.981
0.466406,0.0366,-0.0450,0.9843,0.986
0.469548,0.0344,-0.0472,0.9721,0.974
0.470955,0.0335,-0.0435,0.9753,0.977
0.475158,0.0239,-0.0408,0.9919,0.993
0.475773,0.0095,-0.0376,0.9875,0.988
0.479210,0.0156,-0.0386,0.9863,0.987
0.479651,0.0169,-0.0352,0.9765,0.977
0.482225,0.0027,-0.0344,0.9733,0.974
0.482713,0.0232,-0.0391,0.9948,0.996
0.486302,0.0310,-0.0418,0.9963,0.998
0.486763,0.0235,-0.0376,1.0019,1.003
0.489823,0.0264,-0.0337,1.0017,1.003
0.490554,0.0293,-0.0291,0.9965,0.997
0.493374,0.0357,-0.0330,1.0056,1.007
0.494892,0.0401,-0.0362,1.0004,1.002
0.498086,0.0498,-0.0396,0.9914,0.993
0.498838,0.0687,-0.0459,0.9924,0.996
0.501378,0.0540,-0.0479,0.9846,0.987
0.502472,0.0640,-0.0437,0.9863,0.989
0.506349,0.0718,-0.0498,0.9853,0.989
0.507239,0.0569,-0.0525,0.9780,0.981
0.512146,0.0606,-0.0520,0.9899,0.993
0.512701,0.0601,-0.0559,0.9948,0.998
0.513999,0.0398,-0.0540,0.9828,0.985
0.515517,0.0401,-0.0498,0.9838,0.986
0.518351,0.0425,-0.0496,0.9843,0.986
0.519011,0.0217,-0.0459,0.9843,0.986
0.522698,0.0276,-0.0496,0.9623,0.964
0.523689,0.0318,-0.0457,0.9645,0.966
0.526950,0.0474,-0.0511,0.9982,1.001
0.527589,0.0327,-0.0493,0.9814,0.983
0.530390,0.0340,-0.0479,0.9765,0.978
0.531078,0.0486,-0.0472,0.9953,0.998
0.535275,0.0391,-0.0401,0.9875,0.989
0.535910,0.0459,-0.0420,0.9819,0.984
0.543093,0.0562,-0.0450,0.9799,0.983
0.543843,0.0447,-0.0442,0.9831,0.985
0.544297,0.0667,-0.0425,0.9909,0.994
0.544718,0.0674,-0.0423,0.9848,0.988
0.546202,0.0515,-0.0364,0.9770,0.979
0.546869,0.0540,-0.0425,0.9694,0.972
0.551987,0.0506,-0.0371,0.9723,0.974
0.552718,0.0537,-0.0457,1.0014,1.004
0.561237,0.0496,-0.0403,0.9865,0.989
0.562170,0.0508,-0.0362,0.9828,0.985
0.562645,0.0547,-0.0366,0.9929,0.995
0.563042,0.0347,-0.0293,0.9748,0.976
0.563394,0.0381,-0.0362,0.9714,0.973
0.563771,0.0476,-0.0366,0.9789,0.981
0.568214,0.0547,-0.0413,0.9784,0.981
0.568939,0.0415,-0.0408,0.9909,0.993
0.570923,0.0572,-0.0406,0.9948,0.997
0.585888,0.0525,-0.0347,0.9968,0.999
0.587080,0.0381,-0.0340,0.9897,0.991
0.587639,0.0440,-0.0347,0.9821,0.984
0.588069,0.0467,-0.0386,0.9919,0.994
0.588483,0.0537,-0.0457,0.9897,0.992
0.589095,0.0618,-0.0506,0.9723,0.976
0.589551,0.0596,-0.0530,0.9770,0.980
0.589980,0.0586,-0.0496,0.9794,0.982
0.590418,0.0352,-0.0523,0.9797,0.982
0.591206,0.0462,-0.0540,0.9787,0.981
0.591650,0.0481,-0.0552,0.9745,0.977
0.594535,0.0210,-0.0581,0.9858,0.988
0.595211,0.0381,-0.0603,0.9821,0.985
0.598103,0.0332,-0.0579,0.9770,0.979
0.598705,0.0283,-0.0594,0.9809,0.983
0.602532,0.0340,-0.0537,0.9645,0.967
0.603116,0.0303,-0.0515,0.9755,0.977
0.606477,0.0359,-0.0569,0.9762,0.979
0.607524,0.0396,-0.0564,0.9613,0.964
0.610928,0.0459,-0.0594,0.9821,0.985
0.611673,0.0423,-0.0559,0.9892,0.992
0.615071,0.0371,-0.0520,0.9809,0.983
0.615805,0.0469,-0.0462,0.9838,0.986
0.619766,0.0472,-0.0442,0.9787,0.981
0.620480,0.0406,-0.0467,0.9709,0.973
0.623276,0.0672,-0.0462,0.9738,0.977
0.624361,0.0599,-0.0464,0.9828,0.986
0.627557,0.0623,-0.0467,0.9860,0.989
0.628365,0.0765,-0.0457,0.9784,0.982
0.630735,0.0579,-0.0396,0.9941,0.997
0.631452,0.0535,-0.0406,1.0019,1.004
0.634868,0.0557,-0.0435,0.9875,0.990
0.635562,0.0511,-0.0445,1.0007,1.003
0.641167,0.0506,-0.0432,1.0073,1.009
0.642286,0.0472,-0.0418,0.9943,0.996
0.642877,0.0489,-0.0359,0.9914,0.993
0.643505,0.0533,-0.0384,0.9960,0.998
0.647024,0.0371,-0.0425,0.9921,0.994
0.647755,0.0432,-0.0381,0.9973,0.999
0.651464,0.0420,-0.0452,1.0048,1.007
0.652121,0.0269,-0.0418,1.0075,1.009
0.655467,0.0479,-0.0415,1.0087,1.011
0.656166,0.0261,-0.0384,1.0148,1.016
0.659451,0.0415,-0.0430,1.0034,1.005
0.660198,0.0435,-0.0447,0.9870,0.989
0.662915,0.0359,-0.0415,0.9980,1.000
0.663637,0.0552,-0.0467,0.9977,1.000
0.666725,0.0469,-0.0511,0.9799,0.982
0.667403,0.0352,-0.0501,0.9848,0.987
0.670485,0.0518,-0.0550,0.9963,0.999
0.671155,0.0237,-0.0535,0.9762,0.978
0.678754,0.0315,-0.0515,0.9809,0.983
0.679856,0.0320,-0.0540,0.9892,0.991
0.680487,0.0347,-0.0567,0.9887,0.991
0.681014,0.0391,-0.0567,0.9877,0.990
0.683565,0.0288,-0.0511,0.9799,0.982
0.684238,0.0315,-0.0511,0.9789,0.981
0.686556,0.0303,-0.0552,0.9679,0.970
0.687307,0.0237,-0.0489,0.9684,0.970
0.697299,0.0244,-0.0511,0.9887,0.990
0.698429,0.0261,-0.0491,0.9684,0.970
0.698948,0.0318,-0.0476,0.9689,0.971
0.699390,0.0442,-0.0450,0.9907,0.993
0.699779,0.0320,-0.0418,0.9819,0.983
0.700188,0.0384,-0.0435,0.9782,0.980
0.702593,0.0591,-0.0442,0.9797,0.982
0.703336,0.0533,-0.0432,0.9745,0.977
0.706737,0.0650,-0.0450,0.9824,0.986
0.707841,0.0655,-0.0457,0.9836,0.987
