time,gFx,gFy,gFz,TgF
0.994092,0.0154,0.0352,1.0405,1.041
0.995339,-0.0049,0.0193,1.0610,1.061
0.996435,-0.0166,0.0335,0.9701,0.971
0.996936,-0.0169,0.0479,0.9821,0.983
0.999207,0.0090,0.0447,1.0324,1.033
1.000991,0.0115,0.0381,1.0305,1.031
1.004058,-0.0501,0.0176,0.9594,0.961
1.004756,-0.0054,0.0537,1.0872,1.089
1.010623,-0.0320,0.0176,1.0925,1.093
1.011788,0.0071,0.0415,0.9890,0.990
1.012343,-0.1053,0.0579,0.9550,0.963
1.012801,-0.0757,0.0552,0.9833,0.988
1.015854,0.0239,-0.0012,0.9955,0.996
1.016533,0.0002,0.0481,1.0119,1.013
1.020763,0.0122,0.0305,1.0119,1.012
1.021473,-0.0337,0.0594,1.0500,1.052
1.023888,-0.0125,0.0232,1.0126,1.013
1.024602,-0.0386,0.0547,0.9306,0.933
1.032204,-0.0195,0.0469,0.9748,0.976
1.033327,-0.0012,0.0379,1.0889,1.090
1.033870,0.0149,0.0222,0.9985,0.999
1.034273,0.0046,0.0469,0.9892,0.990
1.035064,-0.0635,0.0574,1.0437,1.047
1.036723,-0.0276,0.0357,1.0425,1.043
1.039201,0.0017,0.0408,1.0334,1.034
1.040398,-0.0039,0.0413,1.0425,1.043
1.053534,0.0188,0.0508,1.0368,1.038
1.054582,-0.0354,0.0349,1.0192,1.020
1.055257,-0.0173,0.0398,1.0131,1.014
1.055693,0.0042,0.0628,1.0214,1.023
1.056120,-0.0103,0.0376,1.0273,1.028
1.056567,-0.0428,0.0396,0.9740,0.976
1.056981,-0.0357,0.0369,0.9809,0.982
1.057379,0.0569,0.0430,1.0512,1.054
1.064285,0.0002,0.0410,1.0019,1.003
1.065404,-0.0156,0.0220,0.9948,0.995
1.065906,-0.0159,0.0288,1.0610,1.062
1.066314,0.0264,0.0252,1.0322,1.033
1.066754,0.0366,0.0562,1.0029,1.005
1.069602,-0.0730,0.0638,1.0664,1.071
1.072718,-0.0237,0.0161,1.0451,1.046
1.073404,-0.0134,0.0298,0.9210,0.922
1.076983,-0.0408,0.0452,0.9562,0.958
1.080378,-0.0657,0.0303,1.0569,1.059
1.081029,-0.0046,0.0296,0.9675,0.968
1.081474,-0.0327,0.0300,0.9391,0.940
1.084147,-0.0100,0.0293,1.0232,1.024
1.084822,-0.0093,0.0042,1.0923,1.092
1.088113,-0.0591,0.0171,1.0429,1.045
1.088737,-0.0393,0.0559,1.0073,1.010
1.093650,-0.0078,0.0679,0.8893,0.892
1.094695,-0.0249,0.0227,0.8602,0.861
1.095423,0.0005,0.0388,0.9750,0.976
1.097841,0.0139,-0.0195,1.1248,1.125
1.100492,0.0178,0.0344,1.0036,1.004
1.103028,-0.0015,0.0371,0.9916,0.992
1.103713,-0.1055,0.0799,1.0126,1.021
1.104148,0.0100,0.0144,0.8988,0.899
1.108078,-0.0469,0.0293,0.9631,0.965
1.108780,-0.0281,0.0298,1.0588,1.060
1.112859,0.0789,0.0039,1.0014,1.005
1.113466,-0.0528,0.0508,0.9697,0.972
1.116681,-0.0296,0.0376,1.0158,1.017
1.117299,-0.0603,0.0518,1.0224,1.026
1.120262,-0.0090,0.0393,1.0092,1.010
1.121591,-0.0767,0.0088,1.0356,1.038
